gpi
3310001
331000501
3320003005
332000301
33300007
333000072
3400002
3610003
3615008
3699180215
3699180225
3699180235
369918024
3699180255
369918026
3699180265
369920021
3699200213
369920022
369920023
369920024
369927025
369930021
369940021
369940022
369940023
3699400245
369940025
369940026
369940027
369945032
3699450345
369950022
369950027
3699600215
3720003
372000301
3750002
3750003
37600025
3760004
3760006
379900021
379900022
379900023
409920026
862500301
8625990215
862599022
8625990227
862599035
8625990355
9005990269
9005990344
9005990349
9005990407
9664585727
966858432
9668584325
33100000000000
33100000000000
3310000000000
331000000000
33100100000000
3310010000000
33100100000000
331001000000
3320000000000
3320000000000
3320000000000
3320000000000
33200000000000
33200000000000
3320000000000
33200000000000
33200000000000
33200000000000
3320000000000
332000000000
33199999999999998070599758905344
33200000000000000888698738733585212288107759374736459915329536
33300000000000
3330000000000
3330000000000
3330000000000
3330000000000
3330000000000
3330000000000
3330000000000
34000000000000
3400000000000
3400000000000
3400000000000
3400000000000
3400000000000
34000000000000
3400000000000
36100000000000
36100000000000
3610000000000
36100000000000
36100000000000
3610000000000
3610000000000
3615010000000
3615010000000
3615010000000
3615010000000
3699180000000
3699180000000
3699180000000
3699180000000
3699180000000
3699180000000
3699180000000
3699180000000
36991800000000
3699180000000
3699180000000
3699180000000
36991800000000
3699180000000
3699180000000
3699180000000
36991800000000
3699180000000
3699180000000
3699180000000
36991800000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
36992000000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
3699200000000
3699270000000
3699300000000
3699300000000
3699300000000
3699300000000
3699400000000
3699400000000
3699400000000
3699400000000
3699400000000
3699400000000
3699400000000
3699400000000
36994000000000
3699400000000
3699400000000
3699400000000
36994000000000
3699400000000
3699400000000
36994000000000
3699400000000
3699400000000
3699400000000
3699400000000
3699400000000
3699450000000
36994500000000
3699450000000
36994500000000
3699450000000
3699450000000
3699450000000
3699450000000
3699450000000
3699450000000
3699500000000
3699500000000
3699500000000
3699500000000
3699500000000
3699600000000
36996000000000
3699600000000
36996000000000
37200000000000
3720000000000
37200000000000
37200000000000
37200000000000
3720000000000
372000000000
3720000000000
37500000000000
3750000000000
37500000000000
3750000000000
375000000000
37500000000000
3750000000000
375000000000
37600000000000
3760000000000
3760000000000
37600000000000
37600000000000
3760000000000
376000000000
37600100000000
3760010000000
37600100000000
3799000000000
3799000000000
3799000000000
37990000000000
37990000000000
3799000000000
4099200000000
4099200000000
4099200000000
86250000000000
86250000000000
8625000000000
86250000000000
8625000000000
8625000000000
8625000000000
8625990000000
8625990000000
8625990000000
8625990000000
9005990000000
9005990000000
9005990000000
9005990000000
90059900000000
966459000000
966858000000
966858000000
